Gene stable ID	Gene name
ENSSSCG00000031905	KCNS3
ENSSSCG00000012549	RADX
ENSSSCG00000024219	TIGAR
ENSSSCG00000003773	AK5
ENSSSCG00000009012	TMEM154
ENSSSCG00000012155	SCML2
ENSSSCG00000025326	TMEM243
ENSSSCG00000039007	
ENSSSCG00000007078	SEL1L2
ENSSSCG00000036237	
ENSSSCG00000038694	CCND2
ENSSSCG00000001910	ISLR
ENSSSCG00000005668	SH3GLB2
ENSSSCG00000022804	RHOJ
ENSSSCG00000010967	CCL27
ENSSSCG00000015393	DMTF1
ENSSSCG00000040752	
ENSSSCG00000007791	CD2BP2
ENSSSCG00000028197	PFKL
ENSSSCG00000037637	GGH
ENSSSCG00000031754	
ENSSSCG00000011439	PHF7
ENSSSCG00000034721	CES5A
ENSSSCG00000036011	ISLR2
ENSSSCG00000012551	RNF128
ENSSSCG00000010969	GALT
ENSSSCG00000015857	UGGT1
ENSSSCG00000012156	CDKL5
ENSSSCG00000032686	RUNX3
ENSSSCG00000022993	TBC1D8B
ENSSSCG00000037000	SIGMAR1
ENSSSCG00000035256	
ENSSSCG00000008613	GEN1
ENSSSCG00000040377	FCER2
ENSSSCG00000020879	FBXW7
ENSSSCG00000004602	TEX9
ENSSSCG00000011440	SEMA3G
ENSSSCG00000014269	FNIP1
ENSSSCG00000037664	
ENSSSCG00000010971	ARID3C
ENSSSCG00000001912	PML
ENSSSCG00000010062	CABIN1
ENSSSCG00000027454	QPRT
ENSSSCG00000011441	TNNC1
ENSSSCG00000037105	EVL
ENSSSCG00000038329	PIGK
ENSSSCG00000034726	KCNH5
ENSSSCG00000033276	RIPPLY1
ENSSSCG00000026932	RS1
ENSSSCG00000010972	DCTN3
ENSSSCG00000037481	SYF2
ENSSSCG00000008614	SMC6
ENSSSCG00000014271	MEIKIN
ENSSSCG00000000732	CRACR2A
ENSSSCG00000029752	
ENSSSCG00000010543	ABCC2
ENSSSCG00000024500	CFAP410
ENSSSCG00000026863	FARP1
ENSSSCG00000004603	RFX7
ENSSSCG00000034894	NKAIN3
ENSSSCG00000037234	CLDN2
ENSSSCG00000013573	TRAPPC5
ENSSSCG00000029509	KIF22
ENSSSCG00000034449	RSRP1
ENSSSCG00000049979	
ENSSSCG00000015394	ELAPOR2
ENSSSCG00000010973	RPP25L
ENSSSCG00000011442	NISCH
ENSSSCG00000005669	MIGA2
ENSSSCG00000044869	
ENSSSCG00000037188	
ENSSSCG00000023762	TRPM2
ENSSSCG00000024267	TMEM50A
ENSSSCG00000036091	MORC4
ENSSSCG00000008615	VSNL1
ENSSSCG00000030274	PPEF1
ENSSSCG00000010974	CNTFR
ENSSSCG00000005121	
ENSSSCG00000030112	MACROD2
ENSSSCG00000014904	DLG2
ENSSSCG00000002825	
ENSSSCG00000031669	DOLPP1
ENSSSCG00000033183	
ENSSSCG00000026791	RHCE
ENSSSCG00000001913	STOML1
ENSSSCG00000033425	ST6GALNAC5
ENSSSCG00000027428	ENHO
ENSSSCG00000037499	NEDD4
ENSSSCG00000011766	PEX5L
ENSSSCG00000038058	RAD51AP2
ENSSSCG00000016239	NYAP2
ENSSSCG00000039342	DNAI1
ENSSSCG00000013575	RETN
ENSSSCG00000042008	
ENSSSCG00000007079	FLRT3
ENSSSCG00000000359	
ENSSSCG00000005122	TEK
ENSSSCG00000025321	MAZ
ENSSSCG00000002512	DEGS2
ENSSSCG00000033196	MYORG
ENSSSCG00000008180	EIF5B
ENSSSCG00000030682	MACO1
ENSSSCG00000022988	TSPEAR
ENSSSCG00000012556	RBM41
ENSSSCG00000025087	ASPH
ENSSSCG00000000362	
ENSSSCG00000028768	
ENSSSCG00000035836	
ENSSSCG00000015395	GRM3
ENSSSCG00000035455	FAM219A
ENSSSCG00000008617	CYRIA
ENSSSCG00000012157	PHKA2
ENSSSCG00000009015	GATB
ENSSSCG00000000728	PARP11
ENSSSCG00000048449	
ENSSSCG00000010544	DNMBP
ENSSSCG00000025729	IRS1
ENSSSCG00000047309	
ENSSSCG00000037558	YY1
ENSSSCG00000001914	LOXL1
ENSSSCG00000027970	
ENSSSCG00000005671	CRAT
ENSSSCG00000010980	C9orf24
ENSSSCG00000046681	
ENSSSCG00000000361	
ENSSSCG00000010065	GSTT4
ENSSSCG00000012557	NUP62CL
ENSSSCG00000008181	TXNDC9
ENSSSCG00000003549	LDLRAP1
ENSSSCG00000014272	
ENSSSCG00000011443	STAB1
ENSSSCG00000009511	STK24
ENSSSCG00000002827	SLC6A2
ENSSSCG00000016243	RHBDD1
ENSSSCG00000015859	SAP130
ENSSSCG00000012558	DNAAF6
ENSSSCG00000010067	MIF
ENSSSCG00000013576	STXBP2
ENSSSCG00000001916	INSYN1
ENSSSCG00000010981	NUDT2
ENSSSCG00000008618	MYCN
ENSSSCG00000035798	PRTG
ENSSSCG00000002520	SLC25A29
ENSSSCG00000033084	
ENSSSCG00000041581	
ENSSSCG00000015396	SEMA3D
ENSSSCG00000000363	
ENSSSCG00000029038	
ENSSSCG00000034542	LYG2
ENSSSCG00000010545	CPN1
ENSSSCG00000001915	TBC1D21
ENSSSCG00000027165	UBE2G2
ENSSSCG00000023235	MAN1C1
ENSSSCG00000027946	MVP
ENSSSCG00000004607	PYGO1
ENSSSCG00000010068	SLC2A11
ENSSSCG00000012561	FRMPD3
ENSSSCG00000035795	SUMO3
ENSSSCG00000024494	ST6GALNAC3
ENSSSCG00000002828	LPCAT2
ENSSSCG00000011767	TTC14
ENSSSCG00000010984	KIF24
ENSSSCG00000031249	PTTG1IP
ENSSSCG00000008619	DDX1
ENSSSCG00000005124	IFT74
ENSSSCG00000041929	
ENSSSCG00000039626	DERL3
ENSSSCG00000008183	
ENSSSCG00000034876	PET100
ENSSSCG00000006230	CLVS1
ENSSSCG00000000364	
ENSSSCG00000002515	SLC25A47
ENSSSCG00000010546	
ENSSSCG00000031522	ASB17
ENSSSCG00000002829	MMP2
ENSSSCG00000010070	SMARCB1
ENSSSCG00000021761	UBAP1
ENSSSCG00000005672	PTPA
ENSSSCG00000015398	SEMA3A
ENSSSCG00000008185	MITD1
ENSSSCG00000011768	CCDC39
ENSSSCG00000001917	CD276
ENSSSCG00000012560	
ENSSSCG00000045084	
ENSSSCG00000004608	DNAAF4
ENSSSCG00000003554	SELENON
ENSSSCG00000013582	XAB2
ENSSSCG00000005125	LRRC19
ENSSSCG00000000730	PRMT8
ENSSSCG00000045892	
ENSSSCG00000009513	SLC15A1
ENSSSCG00000010071	MMP11
ENSSSCG00000028633	AMMECR1L
ENSSSCG00000010073	
ENSSSCG00000016244	COL4A4
ENSSSCG00000027629	CDIPT
ENSSSCG00000025133	ITGB2
ENSSSCG00000010074	C22orf15
ENSSSCG00000024384	DCAF12
ENSSSCG00000014905	TMEM126B
ENSSSCG00000023737	CSF2
ENSSSCG00000003775	MSH4
ENSSSCG00000020717	FAM160A1
ENSSSCG00000039230	POLR2D
ENSSSCG00000037588	
ENSSSCG00000000366	DNAJC14
ENSSSCG00000002830	IRX6
ENSSSCG00000002516	WARS1
ENSSSCG00000003553	MTFR1L
ENSSSCG00000010076	ZNF70
ENSSSCG00000030241	TSC22D3
ENSSSCG00000025187	TMEM126A
ENSSSCG00000034445	
ENSSSCG00000010548	CHUK
ENSSSCG00000010077	
ENSSSCG00000036626	
ENSSSCG00000015399	SEMA3E
ENSSSCG00000014907	CREBZF
ENSSSCG00000005126	PLAA
ENSSSCG00000022467	VPREB1
ENSSSCG00000050129	
ENSSSCG00000013583	CAMSAP3
ENSSSCG00000006231	CHD7
ENSSSCG00000004610	CCPG1
ENSSSCG00000010078	
ENSSSCG00000032145	IRX5
ENSSSCG00000028571	
ENSSSCG00000010550	CWF19L1
ENSSSCG00000000365	
ENSSSCG00000015861	WDR33
ENSSSCG00000001918	NPTN
ENSSSCG00000029186	SEZ6L2
ENSSSCG00000010987	UBAP2
ENSSSCG00000020915	P4HA2
ENSSSCG00000010079	PPM1F
ENSSSCG00000000367	
ENSSSCG00000012564	MID2
ENSSSCG00000010551	BLOC1S2
ENSSSCG00000032122	
ENSSSCG00000034715	
ENSSSCG00000002517	WDR25
ENSSSCG00000011444	NT5DC2
ENSSSCG00000000368	MMP19
ENSSSCG00000038865	
ENSSSCG00000008621	NBAS
ENSSSCG00000002831	IRX3
ENSSSCG00000011769	FXR1
ENSSSCG00000003552	AUNIP
ENSSSCG00000005678	NTMT1
ENSSSCG00000040342	
ENSSSCG00000014909	
ENSSSCG00000012089	ADARB1
ENSSSCG00000032854	C15orf65
ENSSSCG00000012566	
ENSSSCG00000045349	
ENSSSCG00000040888	KCTD13
ENSSSCG00000034529	SMIM4
ENSSSCG00000006232	RAB2A
ENSSSCG00000010552	PKD2L1
ENSSSCG00000003551	PAQR7
ENSSSCG00000032619	PIGB
ENSSSCG00000034725	UBE2R2
ENSSSCG00000005679	ASB6
ENSSSCG00000010081	MAPK1
ENSSSCG00000039508	REC114
ENSSSCG00000012565	
ENSSSCG00000014274	PDLIM4
ENSSSCG00000015862	LIMS2
ENSSSCG00000008664	LRATD1
ENSSSCG00000036589	BEGAIN
ENSSSCG00000040825	
ENSSSCG00000012088	
ENSSSCG00000015401	PCLO
ENSSSCG00000008186	TSGA10
ENSSSCG00000000734	TSPAN11
ENSSSCG00000010554	SCD
ENSSSCG00000033180	PSMD10
ENSSSCG00000045589	
ENSSSCG00000004612	RAB27A
ENSSSCG00000010990	NOL6
ENSSSCG00000005680	PRRX2
ENSSSCG00000031967	TAOK2
ENSSSCG00000006233	CA8
ENSSSCG00000005129	IZUMO3
ENSSSCG00000013572	PNPLA6
ENSSSCG00000026257	STMN1
ENSSSCG00000009018	SH3D19
ENSSSCG00000003776	ACADM
ENSSSCG00000048577	
ENSSSCG00000040850	GPR17
ENSSSCG00000005688	PTGES
ENSSSCG00000006164	WNT8B
ENSSSCG00000001920	HCN4
ENSSSCG00000008187	CRACDL
ENSSSCG00000037288	YPEL1
ENSSSCG00000000735	TSPAN9
ENSSSCG00000040513	AQP3
ENSSSCG00000000370	
ENSSSCG00000016245	COL4A3
ENSSSCG00000024983	RSL24D1
ENSSSCG00000041405	
ENSSSCG00000010994	NFX1
ENSSSCG00000012569	ATG4A
ENSSSCG00000035805	DLK1
ENSSSCG00000039080	TRIB2
ENSSSCG00000001921	NEO1
ENSSSCG00000006165	SEC31B
ENSSSCG00000034518	TOR1A
ENSSSCG00000030122	
ENSSSCG00000038619	PAFAH2
ENSSSCG00000015864	MYO7B
ENSSSCG00000010083	PPIL2
ENSSSCG00000010992	
ENSSSCG00000035824	PBRM1
ENSSSCG00000032921	INO80E
ENSSSCG00000030426	C9orf78
ENSSSCG00000011770	DNAJC19
ENSSSCG00000008188	MGAT4A
ENSSSCG00000038089	COL18A1
ENSSSCG00000006235	TOX
ENSSSCG00000014911	
ENSSSCG00000029558	EXTL1
ENSSSCG00000014912	CCDC83
ENSSSCG00000042028	
ENSSSCG00000031572	MFF
ENSSSCG00000005130	ELAVL2
ENSSSCG00000012571	COL4A6
ENSSSCG00000000371	
ENSSSCG00000010995	CHMP5
ENSSSCG00000014275	SLC22A4
ENSSSCG00000034635	DOC2A
ENSSSCG00000035949	FTO
ENSSSCG00000000736	TEAD4
ENSSSCG00000026386	SLC30A2
ENSSSCG00000001925	ADPGK
ENSSSCG00000049036	
ENSSSCG00000024341	USP20
ENSSSCG00000006166	NDUFB8
ENSSSCG00000025010	UNC50
ENSSSCG00000039991	PIGG
ENSSSCG00000006236	NSMAF
ENSSSCG00000027684	TRIM63
ENSSSCG00000010996	BAG1
ENSSSCG00000009017	PRSS48
ENSSSCG00000008624	LPIN1
ENSSSCG00000016247	TM4SF20
ENSSSCG00000010555	HIF1AN
ENSSSCG00000010084	
ENSSSCG00000037075	C16orf92
ENSSSCG00000004614	UNC13C
ENSSSCG00000010997	SPINK4
ENSSSCG00000042911	
ENSSSCG00000044499	
ENSSSCG00000045347	
ENSSSCG00000010086	
ENSSSCG00000037193	TLCD3B
ENSSSCG00000008190	INPP4A
ENSSSCG00000003777	SLC44A5
ENSSSCG00000051452	
ENSSSCG00000001924	
ENSSSCG00000000737	TULP3
ENSSSCG00000015402	CACNA2D1
ENSSSCG00000010087	YDJC
ENSSSCG00000036645	PDE6B
ENSSSCG00000037597	
ENSSSCG00000035454	B4GALT1
ENSSSCG00000030696	SLC19A1
ENSSSCG00000009019	RPS3A
ENSSSCG00000010556	PAX2
ENSSSCG00000035410	IWS1
ENSSSCG00000005131	DMRTA1
ENSSSCG00000005689	FNBP1
ENSSSCG00000000738	RHNO1
ENSSSCG00000032556	ALDOA
ENSSSCG00000037143	
ENSSSCG00000006237	SDCBP
ENSSSCG00000013570	MCOLN1
ENSSSCG00000012572	COL4A5
ENSSSCG00000010999	SMU1
ENSSSCG00000016248	AGFG1
ENSSSCG00000014913	PICALM
ENSSSCG00000048819	
ENSSSCG00000004615	WDR72
ENSSSCG00000000739	FOXM1
ENSSSCG00000040041	
ENSSSCG00000022112	DOCK9
ENSSSCG00000034120	CDKN2B
ENSSSCG00000011449	GNL3
ENSSSCG00000036472	HIC2
ENSSSCG00000027113	CNGA3
ENSSSCG00000035546	
ENSSSCG00000001926	TMEM202
ENSSSCG00000011772	
ENSSSCG00000011000	
ENSSSCG00000037592	SLF2
ENSSSCG00000038652	
ENSSSCG00000003778	LHX8
ENSSSCG00000005134	P14ARF
ENSSSCG00000011448	GLT8D1
ENSSSCG00000001927	
ENSSSCG00000000740	TEX52
ENSSSCG00000029533	SEMA4G
ENSSSCG00000049359	
ENSSSCG00000004616	ONECUT1
ENSSSCG00000037396	
ENSSSCG00000000741	NRIP2
ENSSSCG00000023903	ATP5ME
ENSSSCG00000021968	SLC19A3
ENSSSCG00000023041	
ENSSSCG00000011447	SPCS1
ENSSSCG00000033394	VWA3B
ENSSSCG00000038868	GPR107
ENSSSCG00000015866	FMNL2
ENSSSCG00000008625	NTSR2
ENSSSCG00000041850	
ENSSSCG00000025078	ZNF358
ENSSSCG00000027502	MYL5
ENSSSCG00000010560	MRPL43
ENSSSCG00000046707	
ENSSSCG00000003779	TYW3
ENSSSCG00000014280	
ENSSSCG00000005135	
ENSSSCG00000000376	
ENSSSCG00000006238	CYP7A1
ENSSSCG00000016254	
ENSSSCG00000000742	ITFG2
ENSSSCG00000013571	TEX45
ENSSSCG00000004617	FAM214A
ENSSSCG00000001928	
ENSSSCG00000041931	
ENSSSCG00000031652	RPGRIP1L
ENSSSCG00000025483	GREB1
ENSSSCG00000013569	PEX11G
ENSSSCG00000030428	TWNK
ENSSSCG00000036881	
ENSSSCG00000042279	
ENSSSCG00000006239	UBXN2B
ENSSSCG00000015403	HGF
ENSSSCG00000039311	NCS1
ENSSSCG00000005136	IFNE
ENSSSCG00000016255	
ENSSSCG00000026084	SLC49A3
ENSSSCG00000036817	PPP4C
ENSSSCG00000000743	FKBP4
ENSSSCG00000003780	CRYZ
ENSSSCG00000011001	APTX
ENSSSCG00000013568	ARHGEF18
ENSSSCG00000047263	
ENSSSCG00000011446	NEK4
ENSSSCG00000031139	
ENSSSCG00000022506	COL6A1
ENSSSCG00000044055	
ENSSSCG00000034774	TBX6
ENSSSCG00000021798	LZTS2
ENSSSCG00000009021	LRBA
ENSSSCG00000006240	FAM110B
ENSSSCG00000026181	AKTIP
ENSSSCG00000005699	HMCN2
ENSSSCG00000014915	EED
ENSSSCG00000010559	
ENSSSCG00000026161	E2F6
ENSSSCG00000003781	
ENSSSCG00000008192	TMEM131
ENSSSCG00000029983	PCGF3
ENSSSCG00000043817	
ENSSSCG00000012581	NXT2
ENSSSCG00000032846	BPNT2
ENSSSCG00000023784	SEMA3C
ENSSSCG00000000745	DDX11
ENSSSCG00000010092	PI4KA
ENSSSCG00000043301	IFN-ALPHA-8
ENSSSCG00000035430	YPEL3
ENSSSCG00000022005	SFXN3
ENSSSCG00000037527	CPLX1
ENSSSCG00000050759	
ENSSSCG00000016256	SPHKAP
ENSSSCG00000011450	ITIH1
ENSSSCG00000013566	INSR
ENSSSCG00000031405	
ENSSSCG00000037311	
ENSSSCG00000012583	ACSL4
ENSSSCG00000032648	RBL2
ENSSSCG00000015867	PRPF40A
ENSSSCG00000025942	MCCC1
ENSSSCG00000006243	PENK
ENSSSCG00000034602	
ENSSSCG00000022429	KAZALD1
ENSSSCG00000020725	
ENSSSCG00000021210	HIKESHI
ENSSSCG00000037410	
ENSSSCG00000009578	
ENSSSCG00000040109	
ENSSSCG00000031075	
ENSSSCG00000033635	
ENSSSCG00000036133	
ENSSSCG00000010561	TLX1
ENSSSCG00000001930	
ENSSSCG00000022693	LBX1
ENSSSCG00000041386	
ENSSSCG00000031149	IFN-ALPHA-15
ENSSSCG00000005701	ASS1
ENSSSCG00000014917	CCDC81
ENSSSCG00000037670	TMEM164
ENSSSCG00000013559	
ENSSSCG00000011003	NDUFB6
ENSSSCG00000006245	SDR16C5
ENSSSCG00000047475	
ENSSSCG00000021289	GAK
ENSSSCG00000035901	SPIN1
ENSSSCG00000037591	AMMECR1
ENSSSCG00000014277	IRF1
ENSSSCG00000035058	PID1
ENSSSCG00000050658	
ENSSSCG00000033405	
ENSSSCG00000015405	CD36
ENSSSCG00000008629	ROCK2
ENSSSCG00000035269	NXNL2
ENSSSCG00000010563	BTRC
ENSSSCG00000032573	
ENSSSCG00000000746	WASHC1
ENSSSCG00000047860	
ENSSSCG00000027981	RTL9
ENSSSCG00000014278	IL5
ENSSSCG00000011451	ITIH3
ENSSSCG00000046190	
ENSSSCG00000006247	PLAG1
ENSSSCG00000003783	FPGT
ENSSSCG00000051680	IFN-OMEGA-6
ENSSSCG00000004620	MYO5A
ENSSSCG00000008193	ZAP70
ENSSSCG00000033591	CHD9
ENSSSCG00000048993	
ENSSSCG00000011002	TMEM215
ENSSSCG00000009580	S1PR3
ENSSSCG00000050619	IFNA1
ENSSSCG00000012576	CHRDL1
ENSSSCG00000015868	ARL6IP6
ENSSSCG00000030408	
ENSSSCG00000016258	DNER
ENSSSCG00000044953	
ENSSSCG00000047749	
ENSSSCG00000040470	RPS20
ENSSSCG00000047383	
ENSSSCG00000044625	
ENSSSCG00000014918	
ENSSSCG00000039506	
ENSSSCG00000008194	ACTR1B
ENSSSCG00000010564	POLL
ENSSSCG00000045489	
ENSSSCG00000000748	IQSEC3
ENSSSCG00000043977	
ENSSSCG00000039841	SHC3
ENSSSCG00000005702	FUBP3
ENSSSCG00000003784	LRRIQ3
ENSSSCG00000010565	DPCD
ENSSSCG00000011004	TOPORS
ENSSSCG00000009516	UBAC2
ENSSSCG00000014283	KIF3A
ENSSSCG00000026402	
ENSSSCG00000024140	
ENSSSCG00000006250	LYN
ENSSSCG00000045337	
ENSSSCG00000038234	TMEM175
ENSSSCG00000050480	
ENSSSCG00000021161	CKS2
ENSSSCG00000008195	COX5B
ENSSSCG00000015406	GNAT3
ENSSSCG00000008631	SLC66A3
ENSSSCG00000022671	GALNT13
ENSSSCG00000040016	
ENSSSCG00000040587	
ENSSSCG00000008196	FAM178B
ENSSSCG00000006251	TGS1
ENSSSCG00000031999	GPR18
ENSSSCG00000010566	FBXW4
ENSSSCG00000028033	SECISBP2
ENSSSCG00000002835	TOX3
ENSSSCG00000014919	ME3
ENSSSCG00000044574	
ENSSSCG00000014281	IL13
ENSSSCG00000001931	
ENSSSCG00000023807	ACO1
ENSSSCG00000041364	
ENSSSCG00000010093	SERPIND1
ENSSSCG00000000377	
ENSSSCG00000021749	MCF2L2
ENSSSCG00000008197	SEMA4C
ENSSSCG00000009517	GPR183
ENSSSCG00000027286	DGKQ
ENSSSCG00000010094	SNAP29
ENSSSCG00000000749	SLC6A12
ENSSSCG00000036146	FGF8
ENSSSCG00000005703	PRDM12
ENSSSCG00000042602	
ENSSSCG00000042804	
ENSSSCG00000024161	
ENSSSCG00000031278	
ENSSSCG00000014920	FZD4
ENSSSCG00000014282	IL4
ENSSSCG00000015407	GNAI1
ENSSSCG00000006252	TMEM68
ENSSSCG00000051410	
ENSSSCG00000025306	PAK3
ENSSSCG00000010568	NPM3
ENSSSCG00000033310	
ENSSSCG00000001932	
ENSSSCG00000010095	CRKL
ENSSSCG00000024373	TRIP12
ENSSSCG00000025085	NEGR1
ENSSSCG00000035533	ANKRD39
ENSSSCG00000033568	
ENSSSCG00000014284	
ENSSSCG00000009022	MAB21L2
ENSSSCG00000002836	SALL1
ENSSSCG00000031808	TM9SF2
ENSSSCG00000014921	PRSS23
ENSSSCG00000036078	KCNJ3
ENSSSCG00000040988	
ENSSSCG00000005704	EXOSC2
ENSSSCG00000001341	
ENSSSCG00000008633	PDIA6
ENSSSCG00000032262	IDUA
ENSSSCG00000001934	SEC23A
ENSSSCG00000047573	
ENSSSCG00000010096	AIFM3
ENSSSCG00000030076	SLC6A13
ENSSSCG00000014285	SEPTIN8
ENSSSCG00000008201	CNNM3
ENSSSCG00000003787	ZRANB2
ENSSSCG00000010569	OGA
ENSSSCG00000015871	NR4A2
ENSSSCG00000031813	XKR4
ENSSSCG00000012584	CAPN6
ENSSSCG00000000379	
ENSSSCG00000001342	TRIM39
ENSSSCG00000028406	FOCAD
ENSSSCG00000009519	CLYBL
ENSSSCG00000009584	SEMA4D
ENSSSCG00000035619	TMEM135
ENSSSCG00000035739	SLC26A1
ENSSSCG00000024393	B3GNT5
ENSSSCG00000011010	C9orf72
ENSSSCG00000013556	
ENSSSCG00000009023	DCLK2
ENSSSCG00000008202	CNNM4
ENSSSCG00000011453	ITIH4
ENSSSCG00000050448	
ENSSSCG00000021130	RPP21
ENSSSCG00000039610	
ENSSSCG00000031906	
ENSSSCG00000005706	ABL1
ENSSSCG00000009521	ZIC5
ENSSSCG00000040286	CYLD
ENSSSCG00000036512	FGFRL1
ENSSSCG00000008634	ATP6V1C2
ENSSSCG00000034204	
ENSSSCG00000009520	ZIC2
ENSSSCG00000010097	LZTR1
ENSSSCG00000014287	SHROOM1
ENSSSCG00000026939	LMAN2L
ENSSSCG00000001938	SSTR1
ENSSSCG00000038811	MOB3B
ENSSSCG00000004621	MYO5C
ENSSSCG00000031476	
ENSSSCG00000042752	RP1
ENSSSCG00000033878	RAB38
ENSSSCG00000035249	GADD45G
ENSSSCG00000011775	KLHL24
ENSSSCG00000005707	FIBCD1
ENSSSCG00000045703	
ENSSSCG00000012585	DCX
ENSSSCG00000029464	KDM5A
ENSSSCG00000036693	ZNF658
ENSSSCG00000014288	GDF9
ENSSSCG00000003788	PTGER3
ENSSSCG00000000382	
ENSSSCG00000001372	GNL1
ENSSSCG00000010570	KCNIP2
ENSSSCG00000015872	GPD2
ENSSSCG00000006256	SOX17
ENSSSCG00000031962	
ENSSSCG00000032808	
ENSSSCG00000016259	FBXO36
ENSSSCG00000014289	UQCRQ
ENSSSCG00000014924	CTSC
ENSSSCG00000040998	LEAP2
ENSSSCG00000039488	SPON2
ENSSSCG00000001939	TTC6
ENSSSCG00000026552	MFSD14B
ENSSSCG00000005710	LAMC3
ENSSSCG00000011776	YEATS2
ENSSSCG00000008635	NOL10
ENSSSCG00000047465	SERTM2
ENSSSCG00000030578	MRPL15
ENSSSCG00000031694	DIRAS2
ENSSSCG00000031302	CTBP1
ENSSSCG00000033301	THAP7
ENSSSCG00000051381	
ENSSSCG00000016260	SLC16A14
ENSSSCG00000037634	FOXA1
ENSSSCG00000033422	
ENSSSCG00000025892	PRR3
ENSSSCG00000014291	AFF4
ENSSSCG00000032328	MAP6D1
ENSSSCG00000047538	
ENSSSCG00000029865	GRM5
ENSSSCG00000003789	CTH
ENSSSCG00000038073	NOD2
ENSSSCG00000000751	CCDC77
ENSSSCG00000026146	GALNT5
ENSSSCG00000041313	
ENSSSCG00000037351	
ENSSSCG00000009522	PCCA
ENSSSCG00000031780	MAGI2
ENSSSCG00000006260	LYPLA1
ENSSSCG00000013553	VAV1
ENSSSCG00000034178	AIF1L
ENSSSCG00000000383	
ENSSSCG00000028655	RAB18
ENSSSCG00000010099	
ENSSSCG00000012586	
ENSSSCG00000033424	
ENSSSCG00000001346	ABCF1
ENSSSCG00000035623	IQCM
ENSSSCG00000010571	ARMH3
ENSSSCG00000032304	MAEA
ENSSSCG00000039714	MIPOL1
ENSSSCG00000011454	SFMBT1
ENSSSCG00000000384	
ENSSSCG00000026409	TYR
ENSSSCG00000040704	
ENSSSCG00000034503	ERMN
ENSSSCG00000010100	LRRC74B
ENSSSCG00000033412	B4GALNT3
ENSSSCG00000012587	TRPC5
ENSSSCG00000010101	P2RX6
ENSSSCG00000045560	
ENSSSCG00000029753	CYTIP
ENSSSCG00000001347	PPP1R10
ENSSSCG00000009589	SYK
ENSSSCG00000042409	
ENSSSCG00000014292	HSPA4
ENSSSCG00000010102	SLC7A4
ENSSSCG00000040434	KANSL3
ENSSSCG00000029783	MKX
ENSSSCG00000003790	ANKRD13C
ENSSSCG00000000385	
ENSSSCG00000034614	
ENSSSCG00000025741	SNX20
ENSSSCG00000005164	HACD4
ENSSSCG00000004622	GNB5
ENSSSCG00000022380	SH2D3A
ENSSSCG00000029425	MRPS18B
ENSSSCG00000010574	LDB1
ENSSSCG00000006261	TCEA1
ENSSSCG00000011780	
ENSSSCG00000027121	ODC1
ENSSSCG00000012589	RTL4
ENSSSCG00000010103	
ENSSSCG00000014927	NOX4
ENSSSCG00000016261	SP110
ENSSSCG00000015408	
ENSSSCG00000012590	LHFPL1
ENSSSCG00000042245	
ENSSSCG00000039875	NKD1
ENSSSCG00000015873	ACVR1C
ENSSSCG00000037035	UVSSA
ENSSSCG00000011069	ODAD2
ENSSSCG00000003791	SRSF11
ENSSSCG00000013554	TRIP10
ENSSSCG00000000386	
ENSSSCG00000000753	WNK1
ENSSSCG00000046718	
ENSSSCG00000010104	
ENSSSCG00000012591	AMOT
ENSSSCG00000010575	PPRC1
ENSSSCG00000003663	HPCAL1
ENSSSCG00000006262	RGS20
ENSSSCG00000005166	MLLT3
ENSSSCG00000039317	SLC25A21
ENSSSCG00000004623	
ENSSSCG00000023503	PRKCD
ENSSSCG00000024604	ATAT1
ENSSSCG00000008661	
ENSSSCG00000021644	BRD7
ENSSSCG00000038573	NKX1-1
ENSSSCG00000010576	NOLC1
ENSSSCG00000031399	
ENSSSCG00000047378	
ENSSSCG00000015874	ACVR1
ENSSSCG00000048205	
ENSSSCG00000010577	ELOVL3
ENSSSCG00000003792	
ENSSSCG00000037766	NR3C2
ENSSSCG00000011782	ABCC5
ENSSSCG00000004624	MAPK6
ENSSSCG00000033904	
ENSSSCG00000015410	PHTF2
ENSSSCG00000013552	GPR108
ENSSSCG00000010578	PITX3
ENSSSCG00000033808	
ENSSSCG00000027093	FOLH1B
ENSSSCG00000040009	
ENSSSCG00000032633	FAM53A
ENSSSCG00000025190	
ENSSSCG00000010105	SMPD4
ENSSSCG00000012593	HTR2C
ENSSSCG00000031741	
ENSSSCG00000009523	
ENSSSCG00000006263	ATP6V1H
ENSSSCG00000014293	FSTL4
ENSSSCG00000025943	C6orf136
ENSSSCG00000010579	GBF1
ENSSSCG00000001942	PAX9
ENSSSCG00000039408	ADCY7
ENSSSCG00000000754	RAD52
ENSSSCG00000032755	
ENSSSCG00000011070	MPP7
ENSSSCG00000036224	
ENSSSCG00000039422	
ENSSSCG00000005711	NUP214
ENSSSCG00000032323	C5orf15
ENSSSCG00000021408	TKT
ENSSSCG00000035686	
ENSSSCG00000011784	
ENSSSCG00000001944	NKX2-8
ENSSSCG00000028810	
ENSSSCG00000010580	NFKB2
ENSSSCG00000005167	SLC24A2
ENSSSCG00000038541	TMEM60
ENSSSCG00000008678	TMEM129
ENSSSCG00000012594	IL13RA2
ENSSSCG00000047330	
ENSSSCG00000038977	RSBN1L
ENSSSCG00000024689	
ENSSSCG00000040379	
ENSSSCG00000031818	
ENSSSCG00000001376	DHX16
ENSSSCG00000001945	NKX2-1
